problem_id,contestId,index,name,rating,tags
246-C,246,C,Beauty Pageant,1600,"brute force,constructive algorithms,greedy"
246-B,246,B,Increase and Decrease,1300,"greedy,math"
246-A,246,A,Buggy Sorting,900,"constructive algorithms,greedy,sortings"
245-H,245,H,Queries for Number of Palindromes,1800,"dp,hashing,strings"
245-G,245,G,Suggested Friends,2200,"brute force,graphs"
245-F,245,F,Log Stream Analysis,2000,"binary search,brute force,implementation,strings"
245-E,245,E,Mishap in Club,1400,"greedy,implementation"
245-D,245,D,Restoring Table,1500,"constructive algorithms,greedy"
245-C,245,C,Game with Coins,1700,greedy
245-B,245,B,Internet Address,1100,"implementation,strings"
245-A,245,A,System Administrator,800,implementation
244-B,244,B,Undoubtedly Lucky Numbers,1600,"bitmasks,brute force,dfs and similar"
244-A,244,A,Dividing Orange,900,implementation
243-E,243,E,Matrix,3000,data structures
243-D,243,D,Cubes,2700,"data structures,dp,geometry,two pointers"
243-C,243,C,Colorado Potato Beetle,2200,"dfs and similar,implementation"
243-B,243,B,Hydra,2000,"graphs,sortings"
243-A,243,A,The Brand New Function,1600,bitmasks
242-E,242,E,XOR on Segment,2000,"bitmasks,data structures"
242-D,242,D,Dispute,2100,"dfs and similar,graphs,greedy"
242-C,242,C,King's Path,1800,"dfs and similar,graphs,hashing,shortest paths"
242-B,242,B,Big Segment,1100,"implementation,sortings"
242-A,242,A,Heads or Tails,1100,"brute force,implementation"
241-G,241,G,Challenging Balloons,1900,constructive algorithms
241-F,241,F,Race,2300,"brute force,implementation"
241-E,241,E,Flights,2600,"graphs,shortest paths"
241-D,241,D,Numbers,2900,
241-C,241,C,Mirror Box,2000,"geometry,implementation"
241-B,241,B,Friends,2700,"binary search,bitmasks,data structures,math"
241-A,241,A,Old Peykan,1300,greedy
240-F,240,F,TorCoder,2600,data structures
240-E,240,E,Road Repairs,2800,"dfs and similar,graphs,greedy"
239-B,239,B,Easy Tape Programming,1500,"brute force,implementation"
239-A,239,A,Two Bags of Potatoes,1200,"greedy,implementation,math"
238-E,238,E,Meeting Her,2600,"dp,graphs,shortest paths"
238-D,238,D,Tape Programming,2900,"data structures,implementation"
238-C,238,C,World Eater Brothers,2100,"dfs and similar,dp,greedy,trees"
238-B,238,B,Boring Partition,1800,constructive algorithms
238-A,238,A,Not Wool Sequences,1300,"constructive algorithms,math"
237-E,237,E,Build String,2000,"flows,graphs"
237-D,237,D,T-decomposition,2000,"dfs and similar,graphs,greedy,trees"
237-C,237,C,Primes on Interval,1600,"binary search,number theory,two pointers"
237-B,237,B,Young Table,1500,"implementation,sortings"
237-A,237,A,Free Cash,1000,implementation
236-B,236,B,Easy Number Challenge,1300,"implementation,number theory"
236-A,236,A,Boy or Girl,800,"brute force,implementation,strings"
235-E,235,E,Number Challenge,2600,"combinatorics,dp,implementation,math,number theory"
235-D,235,D,Graph Game,3000,graphs
235-C,235,C,Cyclical Quest,2700,"data structures,string suffix structures,strings"
235-B,235,B,Let's Play Osu!,2000,"dp,math,probabilities"
235-A,235,A,LCM Challenge,1600,number theory
234-H,234,H,Merging Two Decks,2000,"constructive algorithms,greedy"
234-G,234,G,Practice,1600,"constructive algorithms,divide and conquer,implementation"
234-F,234,F,Fence,1800,dp
234-E,234,E,Champions' League,1600,implementation
234-D,234,D,Cinema,1600,implementation
234-C,234,C,Weather,1300,"dp,implementation"
234-B,234,B,Reading,1000,sortings
234-A,234,A,Lefthanders and Righthanders ,1200,implementation
233-B,233,B,Non-square Equation,1400,"binary search,brute force,math"
233-A,233,A,Perfect Permutation,800,"implementation,math"
232-E,232,E,Quick Tortoise,3000,"bitmasks,divide and conquer,dp"
232-D,232,D,Fence,2900,"binary search,data structures,string suffix structures"
232-C,232,C,Doe Graphs,2600,"constructive algorithms,divide and conquer,dp,graphs,shortest paths"
232-B,232,B,Table,1900,"bitmasks,combinatorics,dp,math"
232-A,232,A,Cycles,1600,"binary search,constructive algorithms,graphs,greedy"
231-E,231,E,Cactus,2100,"data structures,dfs and similar,dp,graphs,trees"
231-D,231,D,Magic Box,1600,"brute force,geometry"
231-C,231,C,To Add or Not to Add,1600,"binary search,sortings,two pointers"
231-B,231,B,"Magic, Wizardry and Wonders",1500,"constructive algorithms,greedy"
231-A,231,A,Team,800,"brute force,greedy"
230-B,230,B,T-primes,1300,"binary search,implementation,math,number theory"
230-A,230,A,Dragons,1000,"greedy,sortings"
229-E,229,E,Gifts,2600,"combinatorics,dp,math,probabilities"
229-D,229,D,Towers,2100,"dp,greedy,two pointers"
229-C,229,C,Triangles,1900,"combinatorics,graphs,math"
229-B,229,B,Planets,1700,"binary search,data structures,graphs,shortest paths"
229-A,229,A,Shifts,1500,"brute force,two pointers"
228-E,228,E,The Road to Berland is Paved With Good Intentions,1900,"2-sat,dfs and similar,dsu,graphs"
228-D,228,D,Zigzag,2100,data structures
228-C,228,C,Fractal Detector,2000,"dp,hashing"
228-B,228,B,Two Tables,1400,"brute force,implementation"
228-A,228,A,Is your horseshoe on the other hoof?,800,implementation
227-B,227,B,Effective Approach,1100,implementation
227-A,227,A,Where do I Turn?,1300,geometry
226-E,226,E,Noble Knight's Path,2900,"data structures,trees"
226-D,226,D,The table,2100,"constructive algorithms,greedy"
226-C,226,C,Anniversary,2400,"data structures,implementation,math,matrices,number theory"
226-B,226,B,Naughty Stone Piles,1900,greedy
226-A,226,A,Flying Saucer Segments,1400,math
225-E,225,E,Unsolvable,2100,"math,number theory"
225-D,225,D,Snake,2200,"bitmasks,dfs and similar,graphs,implementation"
225-C,225,C,Barcode,1700,"dp,matrices"
225-B,225,B,Well-known Numbers,1600,"binary search,greedy,number theory"
225-A,225,A,Dice Tower,1100,"constructive algorithms,greedy"
224-B,224,B,Array,1500,"bitmasks,implementation,two pointers"
224-A,224,A,Parallelepiped,1100,"brute force,geometry,math"
223-E,223,E,Planar Graph,3000,"flows,geometry,graphs"
223-D,223,D,Spider,3000,"geometry,graphs"
223-C,223,C,Partial Sums,1900,"combinatorics,math,number theory"
223-B,223,B,Two Strings,1900,"data structures,dp,strings"
223-A,223,A,Bracket Sequence,1700,"data structures,expression parsing,implementation"
222-E,222,E,Decoding Genome,1900,"dp,matrices"
222-D,222,D,Olympiad,1900,"binary search,greedy,sortings,two pointers"
222-C,222,C,Reducing Fractions,1800,"implementation,math,number theory,sortings"
222-B,222,B,Cosmic Tables,1300,"data structures,implementation"
222-A,222,A,Shooshuns and Sequence ,1200,"brute force,implementation"
221-B,221,B,Little Elephant and Numbers,1300,implementation
221-A,221,A,Little Elephant and Function,1000,"implementation,math"
220-E,220,E,Little Elephant and Inversions,2400,"data structures,two pointers"
220-D,220,D,Little Elephant and Triangle,2500,"geometry,math"
220-C,220,C,Little Elephant and Shifts,2100,data structures
220-B,220,B,Little Elephant and Array,1800,"constructive algorithms,data structures"
220-A,220,A,Little Elephant and Problem,1300,"implementation,sortings"
219-E,219,E,Parking Lot,2200,data structures
219-D,219,D,Choosing Capital for Treeland,1700,"dfs and similar,dp,graphs,trees"
219-C,219,C,Color Stripe,1600,"brute force,dp,greedy"
219-B,219,B,Special Offer! Super Price 999 Bourles!,1400,implementation
219-A,219,A,k-String,1000,"implementation,strings"
218-B,218,B,Airport,1100,implementation
218-A,218,A,Mountain Scenery,1100,"brute force,constructive algorithms,implementation"
217-E,217,E,Alien DNA,2800,"data structures,dsu,trees"
217-D,217,D,Bitonix' Patrol,2900,"bitmasks,brute force,combinatorics,dfs and similar,math"
217-C,217,C,Formurosa,2600,"divide and conquer,dp,expression parsing"
217-B,217,B,Blackboard Fibonacci,2100,"brute force,math"
217-A,217,A,Ice Skating,1200,"brute force,dfs and similar,dsu,graphs"
216-E,216,E,Martian Luck,2000,"math,number theory"
216-D,216,D,Spider's Web,1700,"binary search,sortings,two pointers"
216-C,216,C,Hiring Staff,1800,greedy
216-B,216,B,Forming Teams,1700,"dfs and similar,implementation"
216-A,216,A,Tiling with Hexagons,1200,"implementation,math"
215-E,215,E,Periodical Numbers,2100,"combinatorics,dp,number theory"
215-D,215,D,Hot Days,1900,greedy
215-C,215,C,Crosses,2100,"brute force,implementation"
215-B,215,B,Olympic Medal,1300,"greedy,math"
215-A,215,A,Bicycle Chain,900,"brute force,implementation"
214-B,214,B,Hometask,1600,"brute force,constructive algorithms,greedy,math"
214-A,214,A,System of Equations,800,brute force
213-E,213,E,Two Permutations,2700,"data structures,hashing,strings"
213-D,213,D,Stars,2300,"constructive algorithms,geometry"
213-C,213,C,Relay Race,2000,dp
213-B,213,B,Numbers,1900,"combinatorics,dp"
213-A,213,A,Game,1700,"dfs and similar,greedy"
212-E,212,E,IT Restaurants,1500,"dfs and similar,dp,trees"
212-D,212,D,Cutting a Fence,2500,"binary search,data structures,dsu"
212-C,212,C,Cowboys,2100,"combinatorics,dp,math"
212-B,212,B,Polycarpus is Looking for Good Substrings,2300,"bitmasks,hashing,implementation"
212-A,212,A,Privatization,3000,"flows,graphs"
209-C,209,C,Trails and Glades,2400,"constructive algorithms,dsu,graphs,greedy"
209-B,209,B,Pixels,2100,"constructive algorithms,math"
209-A,209,A,Multicolored Marbles,1600,"dp,math"
208-E,208,E,Blood Cousins,2100,"binary search,data structures,dfs and similar,trees"
208-D,208,D,"Prizes, Prizes, more Prizes",1200,implementation
208-C,208,C,Police Station,1900,"dp,graphs,shortest paths"
208-B,208,B,Solitaire,1900,"dfs and similar,dp"
208-A,208,A,Dubstep,900,strings
207-D9,207,D9,The Beaver's Problem - 3,1800,
207-D8,207,D8,The Beaver's Problem - 3,2300,
207-D7,207,D7,The Beaver's Problem - 3,1600,
207-D6,207,D6,The Beaver's Problem - 3,2100,
207-D5,207,D5,The Beaver's Problem - 3,1600,
207-D4,207,D4,The Beaver's Problem - 3,2100,
207-D3,207,D3,The Beaver's Problem - 3,2000,
207-D2,207,D2,The Beaver's Problem - 3,2000,
207-D10,207,D10,The Beaver's Problem - 3,2100,
207-D1,207,D1,The Beaver's Problem - 3,1800,
207-C3,207,C3,Game with Two Trees,2700,data structures
207-C2,207,C2,Game with Two Trees,2200,
207-C1,207,C1,Game with Two Trees,2100,
207-B3,207,B3,Military Trainings,1700,
207-B2,207,B2,Military Trainings,1900,
207-B1,207,B1,Military Trainings,1600,
207-A3,207,A3,Beaver's Calculator 1.0,2000,greedy
207-A2,207,A2,Beaver's Calculator 1.0,1800,greedy
207-A1,207,A1,Beaver's Calculator 1.0,1600,greedy
205-B,205,B,Little Elephant and Sorting,1400,"brute force,greedy"
205-A,205,A,Little Elephant and Rozdil,900,"brute force,implementation"
204-E,204,E,Little Elephant and Strings,2800,"data structures,implementation,string suffix structures,two pointers"
204-D,204,D,Little Elephant and Retro Strings,2400,dp
204-C,204,C,Little Elephant and Furik and Rubik,2000,"math,probabilities"
204-B,204,B,Little Elephant and Cards,1500,"binary search,data structures"
204-A,204,A,Little Elephant and Interval,1500,"binary search,combinatorics,dp"
203-E,203,E,Transportation,2300,"greedy,sortings,two pointers"
203-D,203,D,Hit Ball,1700,"geometry,implementation,math"
203-C,203,C,Photographer,1400,"greedy,sortings"
203-B,203,B,Game on Paper,1300,"brute force,implementation"
203-A,203,A,Two Problems,1200,"brute force,implementation"
202-B,202,B,Brand New Easy Problem,1700,brute force
202-A,202,A,LLPS,800,"binary search,bitmasks,brute force,greedy,implementation,strings"
201-E,201,E,Thoroughly Bureaucratic Organization,2600,"binary search,combinatorics"
201-D,201,D,Brand New Problem,2600,"bitmasks,brute force,dp"
201-C,201,C,Fragile Bridges,2000,dp
201-B,201,B,Guess That Car!,1800,"math,ternary search"
201-A,201,A,Clear Symmetry,1700,"constructive algorithms,dp,math"
200-E,200,E,Tractor College,2400,"implementation,math,number theory,ternary search"
200-D,200,D,Programming Language,1800,"binary search,brute force,expression parsing,implementation"
200-C,200,C,Football Championship,1800,"brute force,implementation"
200-B,200,B,Drinks,800,"implementation,math"
200-A,200,A,Cinema,2400,"brute force,data structures"
199-B,199,B,Special Olympics,1900,geometry
199-A,199,A,Hexadecimal's theorem,900,"brute force,constructive algorithms,implementation,number theory"
198-E,198,E,Gripping Story,2400,"binary search,data structures,sortings"
198-D,198,D,Cube Snake,2700,constructive algorithms
198-C,198,C,Delivering Carcinogen,2400,"binary search,geometry"
198-B,198,B,Jumping on Walls,1400,shortest paths
198-A,198,A,About Bacteria,1700,"implementation,math"
197-B,197,B,Limit,1400,math
197-A,197,A,Plate Game,1600,"constructive algorithms,games,math"
196-E,196,E,Opening Portals,2600,"dsu,graphs,shortest paths"
196-D,196,D,The Next Good String,2800,"data structures,greedy,hashing,strings"
196-C,196,C,Paint Tree,2200,"constructive algorithms,divide and conquer,geometry,sortings,trees"
196-B,196,B,Infinite Maze,2000,"dfs and similar,graphs"
196-A,196,A,Lexicographically Maximum Subsequence,1100,"greedy,strings"
195-E,195,E,Building Forest,2000,"data structures,dsu,graphs"
195-D,195,D,Analyzing Polyline,1900,"geometry,math,sortings"
195-C,195,C,Try and Catch,1800,"expression parsing,implementation"
195-B,195,B,After Training,1300,"data structures,implementation,math"
195-A,195,A,Let's Watch Football,1000,"binary search,brute force,math"
194-B,194,B,Square,1200,math
194-A,194,A,Exams,900,"implementation,math"
193-E,193,E,Fibonacci Number,2900,"brute force,math,matrices"
193-D,193,D,Two Segments,2900,data structures
193-C,193,C,Hamming Distance,2400,"constructive algorithms,greedy,math,matrices"
193-B,193,B,Xor,2000,brute force
193-A,193,A,Cutting Figure,1700,"constructive algorithms,graphs,trees"
192-B,192,B,Walking in the Rain,1100,"brute force,implementation"
192-A,192,A,Funky Numbers,1300,"binary search,brute force,implementation"
191-E,191,E,Thwarting Demonstrations,2200,"binary search,data structures,trees"
191-D,191,D,Metro Scheme,2700,"graphs,greedy"
191-C,191,C,Fools and Roads,1900,"data structures,dfs and similar,trees"
191-B,191,B,Demonstration,1700,greedy
191-A,191,A,Dynasty Puzzles,1500,dp
190-E,190,E,Counter Attack,2100,"data structures,dsu,graphs,hashing,sortings"
190-D,190,D,Non-Secret Cypher,1900,two pointers
190-C,190,C,STL,1500,dfs and similar
190-B,190,B,Surrounded,1800,geometry
190-A,190,A,Vasya and the Bus,1100,"greedy,math"
189-B,189,B,Counting Rhombi,1300,"brute force,math"
189-A,189,A,Cut Ribbon,1300,"brute force,dp"
188-H,188,H,Stack,1800,"*special,expression parsing,implementation"
188-G,188,G,Array Sorting,1600,"*special,implementation"
188-F,188,F,Binary Notation,1400,"*special,implementation"
188-E,188,E,HQ9+,1400,"*special,implementation"
188-D,188,D,Asterisks,1100,"*special,implementation"
188-C,188,C,LCM,1400,"*special,implementation,math"
188-B,188,B,A + Reverse B,1300,"*special,implementation"
188-A,188,A,Hexagonal Numbers,1100,*special
187-E,187,E,Heaven Tour,2900,"data structures,greedy"
187-D,187,D,BRT Contract ,2800,data structures
187-C,187,C,Weak Memory,2000,"dfs and similar,dsu"
187-B,187,B,AlgoRace,1800,"dp,shortest paths"
187-A,187,A,Permutations,1500,greedy
186-B,186,B,Growing Mushrooms,1200,"greedy,sortings"
186-A,186,A,Comparing Strings,1100,"implementation,strings"
185-E,185,E,Soap Time! - 2,3000,"binary search,data structures"
185-D,185,D,Visit of the Great,2600,"math,number theory"
185-C,185,C,Clever Fat Rat,2500,dp
185-B,185,B,Mushroom Scientists,1800,"math,ternary search"
185-A,185,A,Plant,1300,math
183-E,183,E,Candy Shop,2900,greedy
183-D,183,D,T-shirt,2700,"dp,greedy,probabilities"
183-C,183,C,Cyclic Coloring,2200,dfs and similar
183-B,183,B,Zoo,1700,"brute force,geometry"
183-A,183,A,Headquarters,1700,"constructive algorithms,math"
182-E,182,E,Wooden Fence,1800,dp
182-D,182,D,Common Divisors,1400,"brute force,hashing,implementation,math,strings"
182-C,182,C,Optimal Sum,2000,"data structures,greedy"
182-B,182,B,Vasya's Calendar,1000,implementation
182-A,182,A,Battlefield,2200,"geometry,graphs,implementation,shortest paths"
181-B,181,B,Number of Triplets,1300,"binary search,brute force"
181-A,181,A,Series of Crimes,800,"brute force,geometry,implementation"
180-F,180,F,Mathematical Analysis Rocks!,1200,"constructive algorithms,implementation,math"
180-E,180,E,Cubes,1800,"binary search,dp,two pointers"
180-D,180,D,Name,1900,"greedy,strings"
180-C,180,C,Letter,1400,dp
180-B,180,B,Divisibility Rules,2300,"math,number theory"
180-A,180,A,Defragmentation,1800,implementation
178-F3,178,F3,Representative Sampling,2500,
178-F2,178,F2,Representative Sampling,2200,"dp,sortings,strings"
178-F1,178,F1,Representative Sampling,1800,
178-E3,178,E3,The Beaver's Problem - 2,2300,
178-E2,178,E2,The Beaver's Problem - 2,2000,
178-E1,178,E1,The Beaver's Problem - 2,1900,
178-D3,178,D3,Magic Squares,2100,
178-D2,178,D2,Magic Squares,1900,
178-D1,178,D1,Magic Squares,1500,
178-C3,178,C3,Smart Beaver and Resolving Collisions,2000,
178-C2,178,C2,Smart Beaver and Resolving Collisions,1900,
178-C1,178,C1,Smart Beaver and Resolving Collisions,1600,
178-B3,178,B3,Greedy Merchants,1800,
178-B2,178,B2,Greedy Merchants,1600,
178-B1,178,B1,Greedy Merchants,1600,
178-A3,178,A3,Educational Game,1100,greedy
178-A2,178,A2,Educational Game,1000,greedy
178-A1,178,A1,Educational Game,1000,
177-G2,177,G2,Fibonacci Strings,2600,"matrices,strings"
177-G1,177,G1,Fibonacci Strings,2400,strings
177-F2,177,F2,Script Generation,2300,
177-F1,177,F1,Script Generation,1800,
177-E2,177,E2,Space Voyage,1900,binary search
177-E1,177,E1,Space Voyage,1700,binary search
177-D2,177,D2,Encrypting Messages,1500,data structures
177-D1,177,D1,Encrypting Messages,1200,brute force
177-C2,177,C2,Party,1500,"brute force,dfs and similar,dsu,graphs"
177-C1,177,C1,Party,1500,"dfs and similar,dsu,graphs"
177-B2,177,B2,Rectangular Game,1200,number theory
177-B1,177,B1,Rectangular Game,1000,number theory
177-A2,177,A2,Good Matrix Elements,800,implementation
177-A1,177,A1,Good Matrix Elements,800,implementation
176-E,176,E,Archaeology,3100,"data structures,dfs and similar,trees"
176-D,176,D,Hyper String,2500,dp
176-C,176,C,Playing with Superglue,2000,"combinatorics,constructive algorithms"
176-B,176,B,Word Cut,1700,dp
176-A,176,A,Trading Business,1200,"greedy,sortings"
175-F,175,F,Gnomes of Might and Magic,3000,"data structures,graphs,implementation,shortest paths"
175-E,175,E,Power Defence,2600,"brute force,dp,geometry,greedy"
175-D,175,D,Plane of Tanks: Duel,2400,"brute force,dp,math,probabilities"
175-C,175,C,Geometry Horse,1600,"greedy,implementation,sortings,two pointers"
175-B,175,B,Plane of Tanks: Pro,1400,implementation
175-A,175,A,Robot Bicorn Attack,1400,"brute force,implementation"
174-C,174,C,Range Increments,1800,"data structures,greedy"
174-B,174,B,File List,1400,"dp,greedy,implementation"
174-A,174,A,Problem About Equation,1100,math
173-E,173,E,Camping Groups,2600,"data structures,sortings"
173-D,173,D,Deputies,2500,"constructive algorithms,graphs,greedy,implementation"
173-C,173,C,Spiral Maximum,1900,"brute force,dp"
173-B,173,B,Chamber of Secrets,1800,"dfs and similar,shortest paths"
173-A,173,A,Rock-Paper-Scissors,1300,"implementation,math"
172-E,172,E,BHTML+BCSS,2200,"*special,dfs and similar,expression parsing"
172-D,172,D,Calendar Reform,1500,"*special,number theory"
172-C,172,C,Bus,1500,"*special,implementation,sortings"
172-B,172,B,Pseudorandom Sequence Period,1200,"*special,implementation,number theory"
172-A,172,A,Phone Code,800,"*special,brute force,implementation"
171-H,171,H,A polyline,1700,"*special,implementation"
171-G,171,G,Mysterious numbers - 2,1600,*special
171-F,171,F,ucyhf,1600,"*special,brute force,implementation,number theory"
171-E,171,E,MYSTERIOUS LANGUAGE,2000,*special
171-D,171,D,Broken checker,1300,"*special,brute force"
171-C,171,C,A Piece of Cake,2000,"*special,implementation"
171-B,171,B,Star,1300,"*special,combinatorics"
171-A,171,A,Mysterious numbers - 1,1200,"*special,constructive algorithms"
169-B,169,B,Replacing Digits,1100,greedy
169-A,169,A,Chores,800,sortings
168-B,168,B,Wizards and Minimal Spell,1700,"implementation,strings"
168-A,168,A,Wizards and Demonstration,900,"implementation,math"
167-E,167,E,Wizards and Bets,2900,"dfs and similar,graphs,math,matrices"
167-D,167,D,Wizards and Roads,3000,"data structures,divide and conquer,graph matchings,graphs,greedy"
167-C,167,C,Wizards and Numbers,2300,"games,math"
167-B,167,B,Wizards and Huge Prize,1800,"dp,math,probabilities"
167-A,167,A,Wizards and Trolleybuses,1600,"implementation,math"
166-E,166,E,Tetrahedron,1500,"dp,math,matrices"
166-D,166,D,Shoe Store,2500,"dp,graph matchings,greedy,sortings,two pointers"
166-C,166,C,Median,1500,"greedy,math,sortings"
166-B,166,B,Polygons,2100,"geometry,sortings"
166-A,166,A,Rank List,1100,"binary search,implementation,sortings"
165-E,165,E,Compatible Numbers,2200,"bitmasks,brute force,dfs and similar,dp"
165-D,165,D,Beard Graph,2100,"data structures,dsu,trees"
165-C,165,C,Another Problem on Strings,1600,"binary search,brute force,dp,math,strings,two pointers"
165-B,165,B,Burning Midnight Oil,1500,"binary search,implementation"
165-A,165,A,Supercentral Point,1000,implementation
164-E,164,E,Polycarpus and Tasks,3100,
164-D,164,D,Minimum Diameter,3100,"binary search,brute force"
164-C,164,C,Machine Programming,2400,"flows,graphs"
164-B,164,B,Ancient Berland Hieroglyphs,2000,two pointers
164-A,164,A,"Variable, or There and Back Again",1700,"dfs and similar,graphs"
163-E,163,E,e-Government,2800,"data structures,dfs and similar,dp,strings,trees"
163-D,163,D,Large Refrigerator,2900,brute force
163-C,163,C,Conveyor,2100,"sortings,two pointers"
163-B,163,B,Lemmings,2000,binary search
163-A,163,A,Substring and Subsequence,1700,dp
162-J,162,J,Brackets,1800,*special
162-I,162,I,Truncatable primes,2000,*special
162-H,162,H,Alternating case,1800,*special
162-G,162,G,Non-decimal sum,2000,*special
162-F,162,F,Factorial zeros,1800,*special
162-E,162,E,HQ9+,1800,*special
162-D,162,D,Remove digits,1900,*special
162-C,162,C,Prime factorization,1800,*special
162-B,162,B,Binary notation,1800,*special
162-A,162,A,Pentagonal numbers,1100,"*special,implementation"
161-E,161,E,Polycarpus the Safecracker,2500,"brute force,dp"
161-D,161,D,Distance in Tree,1800,"dfs and similar,dp,trees"
161-C,161,C,Abracadabra,2400,divide and conquer
161-B,161,B,Discounts,1700,"constructive algorithms,greedy,sortings"
161-A,161,A,Dress'em in Vests!,1300,"binary search,brute force,greedy,two pointers"
160-E,160,E,Buses and People,2400,"binary search,data structures,sortings"
160-D,160,D,Edges in MST,2300,"dfs and similar,dsu,graphs,sortings"
160-C,160,C,Find Pair,1700,"implementation,math,sortings"
160-B,160,B,Unlucky Ticket,1100,"greedy,sortings"
160-A,160,A,Twins,900,"greedy,sortings"
159-E,159,E,Zebra Tower,1700,"*special,data structures,greedy,sortings"
159-D,159,D,Palindrome pairs,1500,"*special,brute force,dp,strings"
159-C,159,C,String Manipulation 1.0,1400,"*special,binary search,brute force,data structures,strings"
159-B,159,B,Matchmaker,1100,"*special,greedy,sortings"
159-A,159,A,Friends or Not,1400,"*special,greedy,implementation"
158-E,158,E,Phone Talks,1900,"*special,dp,sortings"
158-D,158,D,Ice Sculptures,1300,"*special,brute force,number theory"
158-C,158,C,Cd and pwd commands,1400,"*special,data structures,implementation"
158-B,158,B,Taxi,1100,"*special,greedy,implementation"
158-A,158,A,Next Round,800,"*special,implementation"
157-B,157,B,Trace,1000,"geometry,sortings"
157-A,157,A,Game Outcome,800,brute force
156-E,156,E,Mrs. Hudson's Pancakes,3000,"brute force,dp"
156-D,156,D,Clues,2500,"combinatorics,graphs"
156-C,156,C,Cipher,2000,"combinatorics,dp"
156-B,156,B,Suspects,1600,"constructive algorithms,data structures,implementation"
156-A,156,A,Message,1700,brute force
155-B,155,B,Combination,1100,"greedy,sortings"
155-A,155,A,I_love_\%username\%,800,brute force
154-E,154,E,Martian Colony,3000,geometry
154-D,154,D,Flatland Fencing,2400,"games,math"
154-C,154,C,Double Profiles,2300,"graphs,hashing,sortings"
154-B,154,B,Colliders,1600,"math,number theory"
154-A,154,A,Hometask,1600,greedy
153-E,153,E,Euclidean Distance,2100,*special
153-D,153,D,Date Change,2000,*special
153-C,153,C,Caesar Cipher,2200,*special
153-B,153,B,Binary notation,1800,*special
153-A,153,A,A + B,1600,*special
152-E,152,E,Garden,2500,"bitmasks,dp,graphs,trees"
152-D,152,D,Frames,2600,brute force
152-C,152,C,Pocket Book,1400,combinatorics
152-B,152,B,Steps,1300,"binary search,implementation"
152-A,152,A,Marks,900,implementation
151-B,151,B,Phone Numbers,1200,"implementation,strings"
151-A,151,A,Soft Drinking,800,"implementation,math"
150-E,150,E,Freezing with Style,3000,"binary search,data structures,divide and conquer,trees"
150-D,150,D,Mission Impassable,2600,"dp,strings"
150-C,150,C,Smart Cheater,2200,"data structures,math,probabilities"
150-B,150,B,Quantity of Strings,1600,"combinatorics,dfs and similar,graphs,math"
150-A,150,A,Win or Freeze,1400,"games,math,number theory"
149-E,149,E,Martian Strings,2300,"string suffix structures,strings"
149-D,149,D,Coloring Brackets,1900,dp
149-C,149,C,Division into Teams,1500,"greedy,math,sortings"
149-B,149,B,Martian Clock,1600,implementation
149-A,149,A,Business trip,900,"greedy,implementation,sortings"
148-E,148,E,Porcelain,1900,dp
148-D,148,D,Bag of mice,1800,"dp,games,math,probabilities"
148-C,148,C,Terse princess,1700,"constructive algorithms,greedy"
148-B,148,B,Escape,1500,"implementation,math"
148-A,148,A,Insomnia cure,800,"constructive algorithms,implementation,math"
147-B,147,B,Smile House,2500,"binary search,graphs,matrices"
147-A,147,A,Punctuation,1300,"implementation,strings"
146-B,146,B,Lucky Mask,1300,"brute force,implementation"
146-A,146,A,Lucky Ticket,800,implementation
145-E,145,E,Lucky Queries,2400,data structures
145-D,145,D,Lucky Pair,2900,"combinatorics,data structures,implementation"
145-C,145,C,Lucky Subsequence,2100,"combinatorics,dp,math"
145-B,145,B,Lucky Number 2,1800,constructive algorithms
145-A,145,A,Lucky Conversion,1200,"greedy,implementation"
144-E,144,E,Competition,2200,"data structures,greedy"
144-D,144,D,Missile Silos,1900,"data structures,dfs and similar,graphs,shortest paths"
144-C,144,C,Anagram Search,1500,"implementation,strings"
144-B,144,B,Meeting,1300,implementation
144-A,144,A,Arrival of the General,800,implementation
143-B,143,B,Help Kingdom of Far Far Away 2,1200,"implementation,strings"
143-A,143,A,Help Vasilisa the Wise 2,1000,"brute force,math"
142-E,142,E,Help Greg the Dwarf 2,3000,geometry
142-D,142,D,Help Shrek and Donkey 2,2600,games
142-C,142,C,Help Caretaker,2300,"brute force,dp"
142-B,142,B,Help General,1800,"constructive algorithms,greedy,implementation"
142-A,142,A,Help Farmer,1600,"brute force,math"
141-E,141,E,Clearing Up,2300,"constructive algorithms,dp,dsu,graphs"
141-D,141,D,Take-off Ramps,2300,"graphs,shortest paths"
141-C,141,C,Queue,1800,"constructive algorithms,greedy,sortings"
141-B,141,B,Hopscotch,1400,"geometry,math"
141-A,141,A,Amusing Joke,800,"implementation,sortings,strings"
140-F,140,F,New Year Snowflake,2600,"geometry,sortings"
140-E,140,E,New Year Garland,2600,"combinatorics,dp"
140-D,140,D,New Year Contest,1800,"greedy,sortings"
140-C,140,C,New Year Snowmen,1800,"binary search,data structures,greedy"
140-B,140,B,New Year Cards,1800,"brute force,greedy,implementation"
140-A,140,A,New Year Table,1700,"geometry,math"
139-B,139,B,Wallpaper,1600,"implementation,math"
139-A,139,A,Petr and Book,1000,implementation
138-E,138,E,Hellish Constraints,2900,"brute force,dp,two pointers"
138-D,138,D,World of Darkraft,2500,"dp,games"
138-C,138,C,Mushroom Gnomes - 2,2200,"binary search,data structures,probabilities,sortings"
138-B,138,B,Digits Permutations,1900,greedy
